FID,BRG NO,STRUCTURE_,BRIDGE_NAM,DESCRIPTIO,DESCRIPT_1,DESCRIPT_2,FACI_TYPE_,OPER_STAT_,FEATUREREL,CURRENT_YN,BRDG_TYPE_,COMMENT_,Long,Lat
1854,3153,3313,<Null>,UNNAMED CREEK,CULVERT,10.7 N OF HAY,4,O,5/11/2015 0:00:00,Y,CCULV, ,144.940769999999986,-34.482930000000003
1855,7238,1900,<Null>,UNNAMED CREEK,CULVERT ON SH11,5.40KM WEST WALCHA,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.537620000000004,-30.979119999600002
1856,5653,3702,<Null>,S OF CULCAIRN SN277,LEVEL CROSSING 0.8K,LINE CLOSED 10/92,6,O,5/11/2015 0:00:00,Y,<Null>, ,147.036300001000001,-35.673320000300002
1857,9368,8482,<Null>,UNNAMED CREEK,6 CELL CULVERT,11.36KM SE ORANGE,4,O,5/11/2015 0:00:00,Y,CPIPE, ,149.175340000000006,-33.360379999899997
1858,8571,7690,PACIFIC HY OURIMBAH,PACIFIC HWY,S/B PGIRD BRIDGE,79.66 K N OF SYDNEY,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.368980001000011,-33.345070000400000
1859,9560,8729,47.70KM EAST MR622,RICHMOND RIVER,BRIDGE ON SR83,AT DAIRY FLAT,5,O,5/11/2015 0:00:00,Y,PSUTG, ,152.714370000000002,-28.381230000500000
1860,4193,6419,FITZGERALD BRIDGE,LACHLAN RIVER,BRIDGE,2.19KM SW FORBES,5,O,5/11/2015 0:00:00,Y,PGIRD, ,147.990489999999994,-33.397489999900003
1861,2759,985,<Null>,WARIALDA CREEK,BRIDGE  ON SH12,2.61K WEST WARIALDA,5,O,5/11/2015 0:00:00,Y,CBEAM, ,150.549229999999994,-29.546789999900000
1862,9131,8284,<Null>,PROPERTY ACCESS RD.,BRIDGE ON SH10 N/B,76.7KM NTH. BALLINA,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.522549999999995,-28.270249999699999
1863,6059,4708,<Null>,SAUCY CREEK,BRIDGE OVER,<Null>,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.231799999999993,-36.994560000100002
1864,10599,9720,<Null>,SANDY FLAT ROAD,RC ARCH UNDER SH10,132.4KM N GRAFTON,5,O,5/11/2015 0:00:00,Y,CARCH, ,153.527152999999998,-28.805114000200000
1865,182,164,<Null>,ROBEY ST,BOTNY GOODS RAIL BR,MASCOT,5,O,5/11/2015 0:00:00,Y,SGIRD, ,151.184609999999992,-33.930949999600003
1866,10155,9221,<Null>,THREDBO RIVER,CULVERT OVER,AT CASCADE TRACK,4,O,5/11/2015 0:00:00,Y,SPIPE, ,148.264100000000013,-36.522760000300003
1867,10615,9736,<Null>,WESTERN RAIL,BR ON SAN JOSE AVE,LAWSON,5,O,5/11/2015 0:00:00,Y,<Null>, ,150.431373000000008,-33.718443999599998
1868,3687,1568,33.22K STH GUNNEDAH,UNNAMED CREEK,CULVERT ON SH29,NEAR BREEZA,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.393380000000008,-31.216500000200000
1869,6425,4006,<Null>,UNNAMED CREEK,CULVERT,13.3 KM N OF YOUNG,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.396800001000003,-34.256509999599999
1870,3379,1286,FITZGERALD BRIDGE,HUNTER RIVER,S/B FITZGERALD BR,12.8KM N OF M/BROOK,5,O,5/11/2015 0:00:00,Y,STRUS, ,150.885330000000010,-32.156060000099998
1871,9642,9019,<Null>,AT CHARLES ST,PEDESTRIAN BRIDGE,MOORE PARK,5,O,5/11/2015 0:00:00,Y,<Null>, ,151.216546999999991,-33.893798999700003
1872,8496,7823,WINDING CREEK,WINDING CREEK,3/2.44/1.80 CCULP,2.51K W CHARLESTOWN,4,O,5/11/2015 0:00:00,Y,CCULP, ,151.671999999999997,-32.957999999800002
1873,4842,7021,<Null>,UNNAMED CREEK,6 CELL CULVERT,3KM W BOURKE,4,O,5/11/2015 0:00:00,Y,CCULV, ,145.933549999999997,-30.116540000000001
1874,484,384,<Null>,OV COLO RIVER,BR ON PUTTY RD,COLO,5,O,5/11/2015 0:00:00,Y,PBEAM, ,150.828229999999991,-33.432529999700002
1875,153,140,<Null>,DEADMANS CK,BR ON HEATHCOTE RD,SANDY POINT,5,O,5/11/2015 0:00:00,Y,CSLAB, ,150.991800000000012,-33.981149999599999
1876,10095,9170,<Null>,DUCK CANAL NR DK ST,BRDE ON M4 CCLWAY,AUBURN,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.029770000000013,-33.835959999899998
1877,7342,5091,THREE LEGS O MAN BR,MEDWAY RIVULET,N/B BRIDGE OVER,3.83KM STH BERRIMA,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.296969999999988,-34.519540000200003
1878,9079,8329,<Null>,UNNAMED CREEK,4 CELL CULVERT,14KM N GILGANDRA,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.739560000000012,-31.624109999600002
1879,11563,10699,<Null>,REEDY CK - FAUNA UPASS,1/3.06X1.47 CCULP CULVERT,49.08KM NTH OF NCLE,4,O,5/11/2015 0:00:00,Y,CCULP, ,151.917579999999987,-32.646959999600000
1880,669,4398,<Null>,COLLINS CREEK,CULVERT OVER,AT WOONONA,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.904290000000003,-34.344580000299999
1881,9431,8611,<Null>,UNNAMED CREEK,5 CELL PIPE CULVERT,26.52KM W CUDAL,4,O,5/11/2015 0:00:00,Y,CPIPE, ,148.501139999999992,-33.372049999600002
1882,8955,8107,MYOCUM ROAD BRIDGE,PACIFIC HIGHWAY,BRIDGE ON RR545,EWINGSDALE INTERCH.,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.549012000000005,-28.636138999700002
1883,10913,10036,KEMPSEY BRIDGE,MACLEAY RIVER,BRIDGE ON HW10,FREDERICKTON,5,O,5/11/2015 0:00:00,Y,PSUTG, ,152.886863000000005,-31.036004000300000
1884,10586,9707,<Null>,FLOOD PLAIN NO. 3,NB BRIDGE ON SH10,128KM N GRAFTON,5,O,5/11/2015 0:00:00,Y,PPLNK, ,153.525000000000006,-28.843319999599998
1885,3557,1449,<Null>,O'BRIENS CREEK,BRIDGE (AB1),2.88KM S NARRABRI,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.762879999999996,-30.343380000300002
1886,8633,7754,<Null>,AT MURRAYS LAGOON,CULVERT UNDER SH3,<Null>,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.394513998999997,-34.974230999699998
1887,1071,6164,<Null>,3 MILE GULLY,4 CELL CULVERT,24.09K N OF GULGONG,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.528089999999992,-32.401779999600002
1888,8797,7933,<Null>,BOGGY CK. SWAMP,CULVERT ON SH10,RALEIGH DEVIATION,4,O,5/11/2015 0:00:00,Y,CCULP, ,153.001399999999990,-30.471099999800000
1889,9233,8406,<Null>,UNNAMED CREEK,3 CELL CULVERT,45.5KM W WILCANNIA,4,O,5/11/2015 0:00:00,Y,CCULV, ,142.926799999999986,-31.604119999900000
1890,7298,7333,<Null>,SPARKES WARRAMBOOL,CONCRETE BRIDGE,20.02KM W WALGETT,5,O,5/11/2015 0:00:00,Y,PPLNK, ,147.920440000000013,-30.001130000000000
1891,4205,6431,<Null>,STORMWATER CHANNEL,6 CELL CULVERT,0.7KM S OF PARKES,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.170230000000004,-33.142189999599999
1892,3737,1615,<Null>,UNNAMED CREEK,4 CELL CULVERT,49.33KM W BOGGABRI,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.790539999999993,-30.378759999900002
1893,7366,5924,REEVES STREET,F3 ON REEVES ST,PTROG  BRIDGE,69.7KM N OF SYDNEY,5,O,5/11/2015 0:00:00,Y,PTROG, ,151.296965000999990,-33.395676000400002
1894,9831,9329,<Null>,HOXTON PK &WLSN RDS,BR ON SHARD PTH(7M),HINCHINBROOK,5,O,5/11/2015 0:00:00,Y,PMISC, ,150.863822999999996,-33.926664000199999
1895,8299,4309,<Null>,JUGIONG CREEK,BRIDGE ON SH2 S/B,57.8KM S OF YASS,5,O,5/11/2015 0:00:00,Y,PTROG, ,148.373619999999988,-34.819869999799998
1896,7765,4226,<Null>,(BUCKLEPLATE NO2.),UNNAMED CK,5.4 KM E OF ALBURY,4,O,5/11/2015 0:00:00,Y,CCULP, ,146.974500000000006,-36.067910000200001
1897,383,319,<Null>,OV U/N CK 2.3K N OF,CULV ON MULGOA R,L'FIELDS RD MULGOA,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.651929999999993,-33.815969999700002
1898,11097,10532,<Null>,UNDER HW4,STOCK UNDERPASS,350M WEST OF BROWNS CREEK,4,O,5/11/2015 0:00:00,Y,CPIPE, ,149.521340000000009,-36.616080000099998
1899,9580,8745,<Null>,UNNAMED CREEK,CULVERT,2.0 KM EAST OF SH2,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.549169998999986,-35.589559999800002
1900,10019,9089,<Null>,METRO WST UP TRK,BR ON WB CCT,TOWN HALL KENT ST,5,O,5/11/2015 0:00:00,Y,<Null>, ,151.205062999999996,-33.872763999699998
1901,10309,9520,<Null>,REEDYS CREEK,BRIDGE ON H10 N/B,96.7KM NTH KEMPSEY,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.033197999999999,-30.392870000199999
1902,461,371,<Null>,PARRAMATTA RIVER,BR ON JAMES RUSE DR,PARRAMATTA,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.022410000000008,-33.814809999700003
1903,1646,5616,<Null>,BRUNKERVILLE CK,4/3.7/4.26 CCULV,16.36K W OF TORONTO,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.479000000000013,-32.946999999900001
1904,3200,3346,<Null>,MURRUMBIDGEE RIVER,BRIDGE,AT HAY,5,O,5/11/2015 0:00:00,Y,SBOXG, ,144.842160000000007,-34.517100000299997
1905,1428,5430,CURREEKI CREEK,CURREEKI CREEK,S/B CBEAM BRIDGE,124.8 K N NEWCASTLE,5,O,5/11/2015 0:00:00,Y,CBEAM, ,152.319658000000004,-32.230566000099998
1906,10195,9264,<Null>,<Null>,STOCK UNDERPASS,<Null>,9,O,5/11/2015 0:00:00,Y,CCULP, ,147.086070000000007,-34.339769999799998
1907,2795,1013,62.90KM WEST CASINO,YELLOW CREEK,BRIDGE ON H16,WEST OF TABULAM,5,O,5/11/2015 0:00:00,Y,PGIRD, ,152.497340000000008,-28.894799999800000
1908,8891,8156,COOLONGONGOOK RIVER,OVR COOLONGOLOOK RV,PPLNK  BRIDGE S/B,119.9 K N NEWCASTLE,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.328607000000005,-32.272780999900000
1909,6458,552,<Null>,DARLING MILLS CREEK,BRIDGE ON SH13 OVER,AT NORTHMEAD,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.000279999000014,-33.791269999699999
1910,4774,6962,<Null>,SANDY CREEK,BRIDGE,7.5KM SW WARREN,5,O,5/11/2015 0:00:00,Y,PPLNK, ,147.781800000000004,-31.749019999700000
1911,6048,4699,<Null>,CAMERON'S CREEK,CULVERT OVER,<Null>,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.684426000000002,-35.947852999699997
1912,6262,4879,<Null>,WOLLOGORANG CREEK,S/B BRIDGE OVER,142.5KM FROM SYDNEY,5,O,5/11/2015 0:00:00,Y,CSLAB, ,149.549350000000004,-34.807439999899998
1913,3470,1369,<Null>,MIDDLEBROOK CREEK,CULVERT ON SH11,26.48KM EAST WALCHA,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.805489999999992,-31.112349999700001
1914,9945,9444,<Null>,SHARED PATH,BR ON M7 EB,BAULKHAM HILLS,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.958629999999999,-33.758670000300000
1915,9064,8232,<Null>,WRECKERS INT/CHANGE,BRIDGE OVER SH10,37.82KM NTH BALLINA,5,O,5/11/2015 0:00:00,Y,PVSLB, ,153.544459999999987,-28.583890000099998
1916,4723,6914,<Null>,UNNAMED CREEK,5 CELL CULVERT,127.47KM N BOURKE,4,O,5/11/2015 0:00:00,Y,CCULV, ,145.761410000000012,-29.065940000200001
1917,11170,10195,<Null>,MULGA CREEK,4 CELL CULVERT,191.14 KM WILCANNIA,4,O,5/11/2015 0:00:00,Y,CCULP, ,141.510653999999988,-31.941858000300002
1918,8395,819,<Null>,OV 6005 (M5),BR ON BEECH RD,CASULA,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.882339000000002,-33.950448999599999
1919,11099,10534,<Null>,UNDER HW4,STOCK UNDERPASS,2.3KM WEST OF BROWN'S CK,4,O,5/11/2015 0:00:00,Y,CPIPE, ,149.509479999999996,-36.616849999700001
1920,7913,7378,<Null>,UNNAMED CREEK,8 CELL CULVERT,38.9KM W BROKN HILL,4,O,5/11/2015 0:00:00,Y,CCULP, ,141.108059999999995,-32.052289999700001
1921,9619,8795,<Null>,UNNAMED CREEK,PIPE CULVERT,18.3KM S OF YASS,4,O,5/11/2015 0:00:00,Y,CPIPE, ,148.765469999999993,-34.766929999900000
1922,2145,2144,<Null>,COLDSTREAM RIVER,BRIDGE ON SH10,TYNDALE,5,O,5/11/2015 0:00:00,Y,PBOXG, ,153.128862999999996,-29.566671999699999
1923,8642,7774,<Null>,BOGGY CREEK,BRIDGE ON SH10,"URUNGA,RALEIGH DEV.",5,O,5/11/2015 0:00:00,Y,CSLAB, ,153.004102999999986,-30.478404000099999
1924,5988,4642,<Null>,STONY CREEK,BRIDGE OVER,<Null>,5,O,5/11/2015 0:00:00,Y,CSLAB, ,149.846309999999988,-36.627350000400000
1925,6734,566,<Null>,BANKS RAILWAY,BR ON PUNCHBOWL RD,AT PUNCHBOWL STN,5,O,5/11/2015 0:00:00,Y,PGIRD, ,151.055319999999995,-33.925220000400003
1926,2813,1026,<Null>,BLACK SWAMP CK,CULVERT ON SH16,15.65KM EAST TENTERFIELD,4,O,5/11/2015 0:00:00,Y,CCULV, ,152.150219999999990,-29.004699999700001
1927,6803,579,<Null>,OVER BURNETT STREET,BRIDGE ON F.4,AT MAYS HILL,5,O,5/11/2015 0:00:00,Y,PVSLB, ,150.988002999999992,-33.824146000399999
1928,710,4429,<Null>,TULLIAN CREEK,CULVERT OVER,NEAR MEROO ROAD,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.605399999000014,-34.822920000200000
1929,8920,8076,<Null>,DEEP CREEK NO. 2,BRIDGE ON SH16,SHANNON BROOK,5,O,5/11/2015 0:00:00,Y,TDOOL, ,152.767439999999993,-28.879540000399999
1930,8959,8127,<Null>,FAUNA UNDERPASS,1/3.0/3.0 CCULP,102.5 K N NEWCASTLE,4,O,5/11/2015 0:00:00,Y,CCULP, ,152.251287999999988,-32.388061999599998
1931,9180,8376,<Null>,UNNAMED CREEK,3 CELL CULVERT,10.73KM W BOGGABRI,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.031740000000013,-30.619199999900001
1932,2816,1029,<Null>,PITKINS SWAMP CREEK,CULVERT ON SH16,NEAR TENTERFIELD,4,O,5/11/2015 0:00:00,Y,CCULP, ,152.068980000000010,-29.055099999900001
1933,8422,4345,<Null>,OVER MR381,BRIDGE ON SH2 S/B,JUGIONG,5,O,5/11/2015 0:00:00,Y,PPLNK, ,148.323029999999989,-34.817959999700001
1934,10143,9484,<Null>,EIGHT MILE CREEK,BOX CULVERT,HUME FREEWAY,4,O,5/11/2015 0:00:00,Y,CCULP, ,146.992869000000013,-35.997515000400000
1935,30,25,<Null>,PRINCES HY@CLARE ST,PEDESTRIAN BRIDGE,SYLVANIA,5,O,5/11/2015 0:00:00,Y,PSLAB, ,151.111457999999999,-34.007621000100002
1936,7315,7336,<Null>,SALLABALAH CREEK,BRIDGE,24.86KM SE GILGNDRA,5,O,5/11/2015 0:00:00,Y,PPLNK, ,148.857499999999987,-31.823370000299999
1937,1650,5618,<Null>,UNNAMED CK,3/2.43/0.93 CCULV,29.86K W OF TORONTO,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.408138000000008,-32.867311000000001
1938,5523,3581,<Null>,6.43KM STH OF,SH17 OV RLY AT,MORUNDAH,5,O,5/11/2015 0:00:00,Y,PUNIT, ,146.267699999999991,-34.983430000100000
1939,5483,3542,<Null>,UNNAMED CREEK,CULVERT,2.8 N WEST WYALONG,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.230220000000003,-33.924650000400000
1940,4169,6396,<Null>,UNNAMED CREEK,3 CELL CULVERT,17.92KM NE GILGANDR,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.768999998999988,-31.591740000200002
1941,9760,8935,N/A,UNNAMED CREEK,PIPE CULVERT,15.28KM N COOTAMUND,4,O,5/11/2015 0:00:00,Y,CCULP, ,148.132970000000000,-34.559030000200003
1942,6256,4874,BARKER'S BRIDGE S/B,RUN O-WATERS CREEK,BRIDGE OVER,<Null>,5,O,5/11/2015 0:00:00,Y,PPLNK, ,149.617510000000010,-34.794809999800002
1943,8449,7828,PURFLEET INTERCHANG,OLD BAR RD OVR SH10,PVSLB BRIDGE W/B,4.27 K N OF TAREE,5,O,5/11/2015 0:00:00,Y,PVSLB, ,152.475012999999990,-31.941777999999999
1944,3684,1565,38.12K NTH QUIRINDI,UNNAMED CREEK,CULVERT ON SH29,NEAR BREEZA,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.476259999999996,-31.265459999800001
1945,9645,9022,<Null>,AT ARTHER ST,PEDESTRIAN BRIDGE,MOORE PARK,5,O,5/11/2015 0:00:00,Y,<Null>, ,151.217600000000004,-33.888600000200000
1946,9168,8364,<Null>,UNNAMED CREEK,4 CELL CULVERT,18.3KM S DUBBO,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.463500000000010,-32.366330000200001
1947,10866,9989,<Null>,UDER M4,TUNNL AT TOLL BOOTH,AUBURN,8,O,5/11/2015 0:00:00,Y,SCULV, ,151.035873000000009,-33.838813999800003
1948,5642,3691,<Null>,SANDY CREEK,BRIDGE,URANQUINTY,5,O,5/11/2015 0:00:00,Y,CSLAB, ,147.241819999999990,-35.195359999799997
1949,365,5284,GALGA INTERCHANGE,F3 OFF RAMP(UNUSED),SGIRD  BRIDGE,60 KM N OF SYDNEY,5,X,5/11/2015 0:00:00,Y,SGIRD, ,151.225245999999999,-33.426765000000003
1950,2106,2107,0.37KM N COFF HARB,OV COFF'S CREEK, WIDENED BR ON SH10,COFFS HARBOUR CITY,5,O,5/11/2015 0:00:00,Y,CBEAM, ,153.116399999999999,-30.293500000400002
1951,9132,8740,<Null>,PROPERTY ACCESS RD.,BRIDGE ON SH10 S/B,76.74KM NTH BALLINA,5,O,5/11/2015 0:00:00,Y,PTROG, ,153.522690000000011,-28.270360000400000
1952,8495,7504,MANNS ROAD NARARA,MAIN NORTHERN RLY,OLD STEEL BRIDGE,4.5K N OF W/GOSFORD,5,O,5/11/2015 0:00:00,Y,SBEAM, ,151.342700000000008,-33.398160000200001
1953,625,4365,GIPPS ROAD BRIDGE,OVER F.6,BRIDGE ON GIPP'S RD,AT WEST WOLLONGONG,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.880173000000013,-34.415748999900003
1954,10,8,<Null>,OVER FREEWAY F.1,BRIDGE ON ERNEST ST,AT CAMMERAY-MID BDG,5,O,5/11/2015 0:00:00,Y,SGIRD, ,151.214012999999994,-33.827573999899997
1955,5515,3573,<Null>,GILLENBAH CREEK,CULVERT,94.2 W OF WAGGA,4,O,5/11/2015 0:00:00,Y,CCULV, ,146.551019999999994,-34.771200000299999
1956,11234,10269,<Null>,UNAMED CK,PIPE CULVERT,NEAR FISH HATCHERY,4,O,5/11/2015 0:00:00,Y,CCULP, ,152.281443999999993,-30.486417000300001
1957,9094,8248,<Null>,UNNAMED CREEK #1,BRIDGE ON SHI0 N/B,54.3KM NTH. BALLINA,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.502720000000011,-28.458869999600001
1958,10792,9915,HEADLANDS ROAD,HW 10 PACIFIC HWY,OVERPASS BRIDGE,8.97KM NTH COFF'S,5,O,5/11/2015 0:00:00,Y,PSUTG, ,153.147803000000010,-30.233503999600000
1959,11576,10712,<Null>,FAUNA UPASS,2/2.4X1.5 CCULP CULVERT,ST - 10401,4,O,5/11/2015 0:00:00,Y,CCULP, ,152.004670000000004,-32.632939999800001
1960,3678,1560,17.06K NTH QUIRINDI,UNNAMED CREEK,CULVERT ON SH29,NEAR QUIRINDI,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.578859999000002,-31.426559999999998
1961,4779,6967,<Null>,UNNAMED CREEK,3 CELL CULVERT,7.34KM E COLLARNBRI,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.642179999999996,-29.543510000000001
1962,10633,9754,<Null>,BUNGAH CREEK,CULVERT,<Null>,4,O,5/11/2015 0:00:00,Y,CCULP, ,144.833976000000007,-34.520692999799998
1963,4160,6387,<Null>, W OF TRANGIE SN96,LEVEL CROSSING 3.2K,<Null>,6,O,5/11/2015 0:00:00,Y,<Null>, ,147.960569999999990,-32.012849999600000
1964,10240,9447,<Null>,KURRAJNG RD,ACCESS RD,RICHMOND,5,A,5/11/2015 0:00:00,Y,<Null>, ,150.725384999999989,-33.586383999900001
1965,11080,10578,<Null>,UNDER HW1,STOCK UNDERPASS,STH OF MILLINGANDI ROAD,4,O,5/11/2015 0:00:00,Y,CCULP, ,149.870409999999993,-36.883219999900000
1966,6255,4873,<Null>,UNNAMED CREEK,CULVERT OVER N/B,<Null>,4,O,5/11/2015 0:00:00,Y,CCULV, ,149.619020000000006,-34.791989999899997
1967,5655,3704,<Null>,UNNAMED CREEK,CULVERT,2.3 KM S CULCAIRN,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.033299999999997,-35.688519999999997
1968,129,118,<Null>,ENFLD GOODS RAIL YR,BR1 ON PUNCHBOWL RD,BELFIELD,5,O,5/11/2015 0:00:00,Y,SGIRD, ,151.078229999999991,-33.906639999799999
1969,9427,8603,<Null>,UNNAMED CREEK,4 CELL CULVERT,30.68KM W GILGANDRA,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.360749999999996,-31.662130000099999
1970,9851,9352,<Null>,VILLIERS RD,BR ON M7 NB,CECIL PARK,5,O,5/11/2015 0:00:00,Y,PSUTG, ,150.846969999999999,-33.865700000399997
1971,9903,9403,<Null>,WOODSTOCK AV,BR ON M7 SB,GLENDENNING,5,O,5/11/2015 0:00:00,Y,PSUTG, ,150.847260000000006,-33.760270000100000
1972,4511,6722,<Null>,UNNAMED CREEK,3 CELL CULVERT,11.8KM N COWRA,4,O,5/11/2015 0:00:00,Y,CCULV, ,148.692280000000011,-33.735889999699999
1973,6782,4140,GILLIES BRIDGE,TRIGALONG CREEK,BRIDGE,3.6 W OF TEMORA,5,O,5/11/2015 0:00:00,Y,PPLNK, ,147.499329999999986,-34.444619999799997
1974,9227,8579,<Null>,AKUNA BAY,BR ON L G S M DRIVE,AKUNA BAY,5,O,5/11/2015 0:00:00,Y,PPLNK, ,151.235080000000011,-33.645869999799999
1975,2233,2216,<Null>,DANDAHRA CREEK,BRIDGE ON SH12,63.14K WEST GRAFTON,5,O,5/11/2015 0:00:00,Y,SGIRD, ,152.447450000000003,-29.484469999600002
1976,8425,4348,<Null>,OVER DUNOLLY ROAD,BRIDGE N/B,61.09KM S OF YASS,5,O,5/11/2015 0:00:00,Y,PPLNK, ,148.338150000000013,-34.815060000099997
1977,5641,3690,<Null>,UNNAMED CREEK,CULVERT,1 KM N URANQUINTY,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.256000000000000,-35.185669999799998
1978,9528,8697,<Null>,UNDER CUDGEN ROAD,TUNNEL NB ON SH10,75.6KM NTH BALLINA,8,O,5/11/2015 0:00:00,Y,CMISC, ,153.519678999999996,-28.279981999899999
1979,8946,8100,<Null>,UNNAMED CREEK,7 CELL PIPE CULVERT,43.61KM S COBAR,4,O,5/11/2015 0:00:00,Y,CPIPE, ,145.968289999999996,-31.851670000300000
1980,10445,9657,SOUTHRN INTERCHANGE,UNNAMED CREEK,4/3.0X1.5 CULVERT,94.15KM NTH NCLE,4,O,5/11/2015 0:00:00,Y,CCULP, ,152.198250000000002,-32.424792000399997
1981,6817,1873,GUY FAWKES BRIDGE,GUY FAWKES RIVER,BRIDGE ON SR76,IN EBOR,5,O,5/11/2015 0:00:00,Y,PPLNK, ,152.347421999999995,-30.404170000400001
1982,11553,10689,<Null>,COOLING CANAL,ARCH CULVERT,BUFF POINT,4,O,5/11/2015 0:00:00,Y,CARCH, ,151.533330000000007,-33.216210000399997
1983,4749,6939,<Null>,UNNAMED CREEK,4 CELL CULVERT,4.76KM W COBAR,4,O,5/11/2015 0:00:00,Y,CCULV, ,145.791429999999991,-31.504319999700002
1984,8344,787,<Null>,STRANGERS CK NEAR,P'CULV ON MEMORI AV,BALMORAL RD K'VILLE,4,O,5/11/2015 0:00:00,Y,CCULV, ,150.955870000999994,-33.717409999600001
1985,5573,3625,<Null>,UNNAMED CREEK,CULVERT,3.5 S WEST WYALONG,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.174270000000007,-33.936270000100002
1986,4753,6943,<Null>,BUCKWAROON CREEK,8 CELL CULVERT,42.82KM W COBAR,4,O,5/11/2015 0:00:00,Y,CCULV, ,145.395160000000004,-31.535310000100001
1987,3295,3425,<Null>,BOONA CHANNEL,BRIDGE (IF0276),64 N JERILDERIE,5,O,5/11/2015 0:00:00,Y,CBEAM, ,145.859600000000000,-34.838800000100001
1988,257,218,<Null>,OVER HASLAMS CREEK,SERVICES BR AT F.4,AT SILVERWATER,9,O,5/11/2015 0:00:00,Y,SGIRD, ,151.050760000999986,-33.846750000400000
1989,11438,10461,<Null>,CANAL AT MACAULEY AV,2CELL CULV ON MR190,BANKSTOWN,4,O,5/11/2015 0:00:00,Y,<Null>, ,151.038279999999986,-33.924229999900000
1990,267,227,<Null>,"AT ROPER RD,",BDGE OV FREEWAY,COLYTON,5,O,5/11/2015 0:00:00,Y,PGIRD, ,150.807578000000007,-33.790949000399998
1991,10011,9081,HARBOUR ST ENTRANCE,ON CR CTY TUNNEL,CUT/CVR TUNNEL EB,DARLING HARBOUR,8,O,5/11/2015 0:00:00,Y,<Null>, ,151.203260000999990,-33.874699999999997
1992,9858,9359,<Null>,REDMAYNE RD,BR ON  M7 NB,HORSLEY PK,5,O,5/11/2015 0:00:00,Y,PPLNK, ,150.855983000000009,-33.837144000099997
1993,9904,9404,<Null>,WOODSTOCK AV,M7 SHARED PATH,PLUMPTON,5,O,5/11/2015 0:00:00,Y,PBOXG, ,150.846553000000000,-33.760464000200002
1994,1843,2018,<Null>,OVER SMITH'S CREEK,WIDENED BRIDGE SH10,16.40KM STH KEMPSEY,5,O,5/11/2015 0:00:00,Y,CBEAM, ,152.823579999999993,-31.218399999900001
1995,9617,8793,<Null>,STOCK UNDERPASS,CULVERT,78.4 KM W OF WAGGA,4,O,5/11/2015 0:00:00,Y,CCULP, ,146.619529999999997,-34.896119999900002
1996,2686,923,<Null>,UNNAMED CREEK,CULVERT ON SH09,NEAR GUYRA,4,O,5/11/2015 0:00:00,Y,CCULV, ,151.683590000000009,-30.132539999700001
1997,8872,8032,<Null>,SHRIMPTONS CK,ARCH CULV ON M2,MACQUAIE PARK,4,O,5/11/2015 0:00:00,Y,<Null>, ,151.122790000000009,-33.774109999700002
1998,6281,3960,<Null>,BOWNING CREEK,S/B BRIDGE,AT BOWNING,5,O,5/11/2015 0:00:00,Y,PUNIT, ,148.815840000000009,-34.773639999899999
1999,5562,3614,<Null>,UNNAMED CREEK,CULVERT,46.6KM N ARDLETHAN,4,O,5/11/2015 0:00:00,Y,CCULV, ,147.142120000000006,-34.101349999599996
